"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",1.57,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",2.198,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",2.598,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",2.898,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",3.832,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",3.53,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",4.34,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",5.054,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",6.935,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",7.05,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",8.144,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",8.298,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",8.236,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",8.308,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",9.643,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",10.086,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",11.01,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",10.583,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",11.49,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",11.169,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",11.33,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",11.273,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",11.701,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",13.212,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",13.987,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",14.654,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",14.861,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",15.264,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",14.909,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",15.803,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",16.611,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",17.022,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",17.039,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",17.49,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",18.239,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",17.149,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",14.419,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",16.07,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",17.716,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",20.334,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",16.689,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",19.176,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",17.322,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",22.811,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",18.319,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",18.154,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",17.506,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",17.153,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",22.366,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",16.302,
"LBY","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",,"L"
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",3.122,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",3.366,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",3.551,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",3.784,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",3.587,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",3.408,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",3.816,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",3.34,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",3.124,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",2.701,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",2.695,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",2.27,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",2.223,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",2.241,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",2.244,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",2.397,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",2.415,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",2.586,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",2.526,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",2.601,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",2.996,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",3.408,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",3.571,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",3.585,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",3.726,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",3.946,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",4.319,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",4.489,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",5.139,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",5.289,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",4.653,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",4.969,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",5.113,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",5.747,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",6.655,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",6.092,
"MNG","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",2.955,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",3.183,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",3.524,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",3.821,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",3.961,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",4.28,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",4.706,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",4.989,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",5.322,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",5.407,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",5.431,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",5.653,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",5.88,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",6.064,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",6.18,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",6.373,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",6.537,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",6.862,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",7.451,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",7.619,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",8.006,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",8.481,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",8.801,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",9.425,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",9.338,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",9.814,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",10.116,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",10.31,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",10.962,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",11.019,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",11.681,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",11.873,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",11.821,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",14.005,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",14.827,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",15.082,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",15.561,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",16.165,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",16.281,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",17.08,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",18.41,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",18.669,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",18.729,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",19.004,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",19.49,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",19.545,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",20.473,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",20.686,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",22.251,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",21.044,
"MAR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",7.906,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",8.041,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",7.919,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",8.243,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",8.383,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",8.693,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",8.877,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",8.992,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",9.168,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",9.424,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",9.559,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",9.757,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",9.879,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",10.229,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",10.993,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",11.212,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",10.775,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",10.657,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",10.94,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",10.681,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",10.503,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",10.829,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",10.742,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",11.419,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",11.811,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",11.833,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",12.082,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",12.41,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",12.451,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",12.841,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",12.547,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",12.969,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",14.066,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",14.814,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",14.838,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",15.021,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",15.566,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",14.967,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",14.139,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",13.901,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",14.082,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",15.388,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",16.181,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",17.735,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",18.299,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",19.602,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",22.494,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",22.635,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",22.628,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",22.671,
"MMR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",,"L"
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",0.683,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",0.723,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",0.779,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",0.837,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",0.915,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",0.982,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",1.002,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",1.04,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",1.032,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",1.045,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",1.23,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",1.134,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",1.183,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",1.277,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",1.378,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",1.38,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",1.406,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",1.557,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",1.607,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",1.631,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",1.666,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",1.727,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",1.805,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",1.873,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",1.932,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",1.995,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",1.998,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",2.037,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",2.035,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",1.893,
"NAM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",3.658,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",3.759,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",3.874,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",3.952,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",4.026,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",4.099,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",4.204,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",4.297,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",4.441,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",4.563,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",4.641,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",4.769,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",4.926,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",5.05,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",5.096,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",5.268,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",5.366,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",5.492,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",5.565,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",5.79,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",5.978,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",6.123,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",6.285,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",6.508,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",6.713,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",6.874,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",7.097,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",7.281,
"NPL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",7.681,
